stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone,platform_code,vehicle_type
NSR:Quay:71482,,Holden nedre,,62.80296,11.332313,,,0,NSR:StopPlace:41779,2,,,700
NSR:Quay:110371,,Julan,,63.410595,10.936992,,,0,NSR:StopPlace:70298,2,,,
NSR:Quay:110370,,Julseth Østre,,63.39242,10.984852,,,0,NSR:StopPlace:70296,2,,,
NSR:Quay:110377,,Keiserås vd.,,63.568466,10.177658,,,0,NSR:StopPlace:70302,2,,,
NSR:Quay:110376,,Breidli,,63.616673,10.233451,,,0,NSR:StopPlace:44834,2,,,700
NSR:Quay:110375,,Bjørsetåsen,,63.640568,10.270504,,,0,NSR:StopPlace:44820,2,,,700
NSR:Quay:110374,,Rønningen,,63.653526,10.25444,,,0,NSR:StopPlace:70301,2,,,
NSR:Quay:71488,,Tråssåvika,,63.347385,9.965967,,,0,NSR:StopPlace:41783,2,,,700
NSR:Quay:75846,,Stormyra,,63.436043,10.908636,,,0,NSR:StopPlace:44154,2,,,700
NSR:Quay:74515,,Dalum,,63.29908,9.040412,,,0,NSR:StopPlace:43429,2,,,700
NSR:Quay:71489,,Holden øvre,,62.78535,11.34143,,,0,NSR:StopPlace:41784,2,,,700
NSR:Quay:74516,,Dalum,,63.299095,9.040591,,,0,NSR:StopPlace:43429,2,,,700
NSR:Quay:74513,,Dalsaunevegen,,63.39538,10.408615,,,0,NSR:StopPlace:43427,2,,,700
NSR:Quay:74514,,Ada Arnfinsens veg,,63.391224,10.43469,,,0,NSR:StopPlace:43428,2,,,700
NSR:Quay:75845,,Stormyra,,63.435993,10.908531,,,0,NSR:StopPlace:44154,2,,,700
NSR:Quay:74511,,AKS,,63.327187,9.900515,,,0,NSR:StopPlace:43424,2,,,700
NSR:Quay:71484,,Romolslia,,63.379913,10.369297,,,0,NSR:StopPlace:41778,2,,,700
NSR:Quay:71485,,Romolslia nedre,,63.381813,10.369255,,,0,NSR:StopPlace:41782,2,,,700
NSR:Quay:74512,,Dalsaunevegen,,63.3947,10.409222,,,0,NSR:StopPlace:43427,2,,,700
NSR:Quay:71486,,Romolslia nedre,,63.381943,10.368921,,,0,NSR:StopPlace:41782,2,,,700
NSR:Quay:71487,,Tråssåvika,,63.347404,9.965528,,,0,NSR:StopPlace:41783,2,,,700
NSR:Quay:74519,,Daløya,,63.679985,8.395535,,,0,NSR:StopPlace:43431,2,,,700
NSR:Quay:74517,,Adresseavisen,,63.34996,10.360106,,,0,NSR:StopPlace:43430,2,,,700
NSR:Quay:74518,,Adresseavisen,,63.350704,10.36054,,,0,NSR:StopPlace:43430,2,,,700
NSR:Quay:71491,,Romolslia øvre,,63.37697,10.362483,,,0,NSR:StopPlace:41785,2,,,700
NSR:Quay:71493,,Trøan,,62.64337,11.402363,,,0,NSR:StopPlace:41787,2,,,700
NSR:Quay:71490,,Holden øvre,,62.785255,11.341304,,,0,NSR:StopPlace:41784,2,,,700
NSR:Quay:110359,,Julseth Østre,,63.39235,10.984907,,,0,NSR:StopPlace:70296,2,,,
NSR:Quay:74524,,Daløya,,63.308693,10.059238,,,0,NSR:StopPlace:43434,2,,,700
NSR:Quay:74525,,Daløya,,63.308693,10.059238,,,0,NSR:StopPlace:43434,2,,,700
NSR:Quay:74522,,Ol-Jensabakken,,62.631176,11.387604,,,0,NSR:StopPlace:43432,2,,,700
NSR:Quay:71495,,Trøan,,62.643387,11.402461,,,0,NSR:StopPlace:41787,2,,,700
NSR:Quay:71497,,Rosendal,,63.43677,10.432778,,,0,NSR:StopPlace:41789,2,,,700
NSR:Quay:74520,,Daløya,,63.680065,8.395534,,,0,NSR:StopPlace:43431,2,,,700
NSR:Quay:71498,,Rosendal,,63.436737,10.42993,,,0,NSR:StopPlace:41789,2,,,700
NSR:Quay:74521,,Ol-Jensabakken,,62.631466,11.387939,,,0,NSR:StopPlace:43432,2,,,700
NSR:Quay:74528,,Ola Setroms veg,,63.391495,10.330689,,,0,NSR:StopPlace:43436,2,,,700
NSR:Quay:74529,,Ola Setroms veg,,63.392025,10.331715,,,0,NSR:StopPlace:43436,2,,,700
NSR:Quay:110326,,Mosløkkja,,63.019062,10.331553,,,0,NSR:StopPlace:70268,2,,,
NSR:Quay:110325,,Falkberget,,62.70945,11.363486,,,0,NSR:StopPlace:43744,2,,,700
NSR:Quay:73289,,Lefstad,,63.25577,9.977763,,,0,NSR:StopPlace:42758,2,,,700
NSR:Quay:110329,,Aunøien,,63.017925,10.417882,,,0,NSR:StopPlace:70270,2,,,
NSR:Quay:73288,,Lefstad,,63.25577,9.977763,,,0,NSR:StopPlace:42758,2,,,700
NSR:Quay:110328,,Tamlagsrønningen,,62.868946,11.20954,,,0,NSR:StopPlace:70269,2,,,
NSR:Quay:110327,,Tamlagsrønningen,,62.869102,11.208883,,,0,NSR:StopPlace:70269,2,,,
NSR:Quay:73296,,Momyrvatn,,64.10292,10.531935,,,0,NSR:StopPlace:42762,2,,,700
NSR:Quay:98596,,Gjøssvika bru,til sentrum,62.567196,11.378306,,,0,NSR:StopPlace:44079,2,,1,700
NSR:Quay:73298,,Leinbakken,,63.35579,10.259017,,,0,NSR:StopPlace:42763,2,,,700
NSR:Quay:98597,,Gjøssvika bru,fra sentrum,62.56722,11.378205,,,0,NSR:StopPlace:44079,2,,2,700
NSR:Quay:73297,,Momyrvatn,,64.102806,10.531579,,,0,NSR:StopPlace:42762,2,,,700
NSR:Quay:73292,,Legårdsbakken,,63.35555,10.267262,,,0,NSR:StopPlace:42760,2,,,700
NSR:Quay:73293,,Legårdsbakken,,63.355423,10.266236,,,0,NSR:StopPlace:42760,2,,,700
NSR:Quay:76328,,Ydstines,,63.46087,10.990284,,,0,NSR:StopPlace:44398,2,,,700
NSR:Quay:76326,,Ydstines,,63.460777,10.990467,,,0,NSR:StopPlace:44398,2,,,700
NSR:Quay:76327,,Ydstines,,63.46074,10.990303,,,0,NSR:StopPlace:44398,2,,,700
NSR:Quay:73299,,Leinbakken,,63.355766,10.258836,,,0,NSR:StopPlace:42763,2,,,700
NSR:Quay:98579,,St. Olavs Hospital,,63.420773,10.390441,,,0,NSR:StopPlace:41617,2,,,700
NSR:Quay:75002,,Espås,,63.345078,10.542793,,,0,NSR:StopPlace:43693,2,,,700
NSR:Quay:75001,,Espås,,63.345016,10.54281,,,0,NSR:StopPlace:43693,2,,,700
NSR:Quay:110333,,Rogstadgrind,,63.01414,10.358116,,,0,NSR:StopPlace:41767,2,,,700
NSR:Quay:110332,,Melien,,62.823074,11.328016,,,0,NSR:StopPlace:42560,2,,,700
NSR:Quay:110331,,Holden,,62.795784,11.336138,,,0,NSR:StopPlace:41770,2,,,700
NSR:Quay:110330,,Nygård,,62.957138,11.012039,,,0,NSR:StopPlace:70271,2,,,
NSR:Quay:75008,,Bergsli gate,,63.427807,10.367502,,,0,NSR:StopPlace:43696,2,,,900
NSR:Quay:75009,,Estenstadvegen,,63.405575,10.464963,,,0,NSR:StopPlace:43697,2,,,700
NSR:Quay:75006,,Espåsen,,63.09089,10.054832,,,0,NSR:StopPlace:43695,2,,,700
NSR:Quay:75007,,Bergsli gate,,63.42702,10.367866,,,0,NSR:StopPlace:43696,2,,,900
NSR:Quay:75005,,Espåsen,,63.09047,10.055689,,,0,NSR:StopPlace:43695,2,,,700
NSR:Quay:75013,,Bergslia,,63.053326,9.702797,,,0,NSR:StopPlace:43699,2,,,700
NSR:Quay:76344,,Terrassehusene øvre,,63.481068,10.951218,,,0,NSR:StopPlace:44408,2,,,700
NSR:Quay:75014,,Bergslia,,63.053535,9.702446,,,0,NSR:StopPlace:43699,2,,,700
NSR:Quay:76345,,Terrassehusene øvre,,63.481037,10.951153,,,0,NSR:StopPlace:44408,2,,,700
NSR:Quay:75011,,Perstu,,63.362526,10.192734,,,0,NSR:StopPlace:43698,2,,,700
NSR:Quay:77673,,Prestmoen vest,,63.451126,10.977693,,,0,NSR:StopPlace:45060,2,,,700
NSR:Quay:75012,,Perstu,,63.363346,10.192488,,,0,NSR:StopPlace:43698,2,,,700
NSR:Quay:77672,,Prestmoen vest,,63.45122,10.977801,,,0,NSR:StopPlace:45060,2,,,700
NSR:Quay:76340,,Ole Vig vgs. Sutterøy,,63.47689,10.885167,,,0,NSR:StopPlace:44405,2,,,700
NSR:Quay:75010,,Estenstadvegen,,63.40565,10.464626,,,0,NSR:StopPlace:43697,2,,,700
NSR:Quay:75019,,Piene Mølle,,63.311787,10.160857,,,0,NSR:StopPlace:43702,2,,,700
NSR:Quay:75017,,Bergstaden Hotel,,62.57394,11.384587,,,0,NSR:StopPlace:43701,2,,,700
NSR:Quay:75018,,Piene Mølle,,63.311924,10.160683,,,0,NSR:StopPlace:43702,2,,,700
NSR:Quay:75015,,Esvikflata,,63.53826,9.925973,,,0,NSR:StopPlace:43700,2,,,700
NSR:Quay:75016,,Esvikflata,,63.53819,9.925729,,,0,NSR:StopPlace:43700,2,,,700
NSR:Quay:75024,,Evjegjerdet,,63.205624,11.094203,,,0,NSR:StopPlace:43705,2,,,700
NSR:Quay:75025,,Evjegjerdet,,63.205475,11.093973,,,0,NSR:StopPlace:43705,2,,,700
NSR:Quay:76350,,Fosslia Fjellhall,,63.47969,10.932912,,,0,NSR:StopPlace:44411,2,,,700
NSR:Quay:73249,,Larsgård,,63.45672,9.909196,,,0,NSR:StopPlace:42737,2,,,700
NSR:Quay:73248,,Larsgård,,63.45769,9.91035,,,0,NSR:StopPlace:42737,2,,,700
NSR:Quay:74579,,Dolpa,,63.417393,10.539748,,,0,NSR:StopPlace:43464,2,,,700
NSR:Quay:73245,,Lappen,,63.27921,10.437077,,,0,NSR:StopPlace:42734,2,,,700
NSR:Quay:73247,,Sunde,,63.496677,9.179755,,,0,NSR:StopPlace:42736,2,,,700
NSR:Quay:73246,,Sunde,,63.497116,9.1802,,,0,NSR:StopPlace:42736,2,,,700
NSR:Quay:74584,,Amunddal,,63.334564,10.481246,,,0,NSR:StopPlace:43465,2,,,700
NSR:Quay:73252,,Sundet,,63.343372,10.243009,,,0,NSR:StopPlace:42739,2,,,700
NSR:Quay:73251,,Moholt Storsenter,,63.409885,10.440088,,,0,NSR:StopPlace:42738,2,,,700
NSR:Quay:74582,,Amunddal,,63.334488,10.481661,,,0,NSR:StopPlace:43465,2,,,700
NSR:Quay:73254,,Larsstu,,63.347965,10.173306,,,0,NSR:StopPlace:42740,2,,,700
NSR:Quay:74583,,Olden,,63.872494,9.922993,,,0,NSR:StopPlace:43466,2,,,700
NSR:Quay:73253,,Sundet,,63.34327,10.241426,,,0,NSR:StopPlace:42739,2,,,700
NSR:Quay:74580,,Dolpa,,63.41777,10.539668,,,0,NSR:StopPlace:43464,2,,,700
NSR:Quay:74581,,Olden,,63.872494,9.922993,,,0,NSR:StopPlace:43466,2,,,700
NSR:Quay:73250,,Moholt Storsenter,,63.410515,10.440881,,,0,NSR:StopPlace:42738,2,,,700
NSR:Quay:73259,,Lauglo,,63.350876,10.23274,,,0,NSR:StopPlace:42742,2,,,700
NSR:Quay:77616,,Torvet,,63.468468,10.923624,,,0,NSR:StopPlace:45033,2,,,700
NSR:Quay:77615,,Torvet,,63.46849,10.923411,,,0,NSR:StopPlace:45033,2,,,700
NSR:Quay:74588,,Anders Buens gate,,63.438366,10.42949,,,0,NSR:StopPlace:43468,2,,,700
NSR:Quay:74589,,Dora,,63.439056,10.422347,,,0,NSR:StopPlace:43469,2,,,700
NSR:Quay:73255,,Larsstu,,63.348022,10.173228,,,0,NSR:StopPlace:42740,2,,,700
NSR:Quay:73258,,Lauglo,,63.35086,10.232341,,,0,NSR:StopPlace:42742,2,,,700
NSR:Quay:74587,,Anders Buens gate,,63.43846,10.429855,,,0,NSR:StopPlace:43468,2,,,700
NSR:Quay:74595,,Olden veikryss,,63.86702,9.890173,,,0,NSR:StopPlace:43471,2,,,700
NSR:Quay:73262,,Sundet,,64.30607,10.469328,,,0,NSR:StopPlace:42744,2,,,700
NSR:Quay:74596,,Dragseid,,63.94895,10.100398,,,0,NSR:StopPlace:43473,2,,,700
NSR:Quay:73264,,Sundet,,64.30596,10.469157,,,0,NSR:StopPlace:42744,2,,,700
NSR:Quay:74591,,Olden veikryss,,63.866615,9.890465,,,0,NSR:StopPlace:43471,2,,,700
NSR:Quay:73261,,Moholt studentby,,63.41265,10.432897,,,0,NSR:StopPlace:42743,2,,,700
NSR:Quay:74590,,Dora,,63.438557,10.419415,,,0,NSR:StopPlace:43469,2,,,700
NSR:Quay:73260,,Moholt studentby,,63.413914,10.432098,,,0,NSR:StopPlace:42743,2,,,700
NSR:Quay:77629,,Granittvegen,,63.48381,10.957292,,,0,NSR:StopPlace:45040,2,,,700
NSR:Quay:77626,,Fagerlia,,63.485302,10.939775,,,0,NSR:StopPlace:45038,2,,,700
NSR:Quay:74599,,Angelltrøvegen,,63.41684,10.461391,,,0,NSR:StopPlace:43475,2,,,700
NSR:Quay:77625,,Fagerlia,,63.48536,10.940445,,,0,NSR:StopPlace:45038,2,,,700
NSR:Quay:73266,,Moltmyra,,63.360878,10.394569,,,0,NSR:StopPlace:42746,2,,,700
NSR:Quay:74597,,Dragseid,,63.94895,10.100398,,,0,NSR:StopPlace:43473,2,,,700
NSR:Quay:77622,,Husbymyra nord,,63.475952,10.934282,,,0,NSR:StopPlace:45036,2,,,700
NSR:Quay:73274,,Moltmyra øst,,63.360573,10.399014,,,0,NSR:StopPlace:42751,2,,,700
NSR:Quay:73276,,Leangen allé,,63.433823,10.465222,,,0,NSR:StopPlace:42752,2,,,700
NSR:Quay:77630,,Granittvegen,,63.484024,10.956052,,,0,NSR:StopPlace:45040,2,,,700
NSR:Quay:73270,,Lauvøy,,63.92237,9.927916,,,0,NSR:StopPlace:42749,2,,,700
NSR:Quay:73272,,Moltmyra øst,,63.360416,10.399226,,,0,NSR:StopPlace:42751,2,,,700
NSR:Quay:73271,,Lauvøy,,63.92237,9.927916,,,0,NSR:StopPlace:42749,2,,,700
NSR:Quay:76304,,Kjeldsbergnes,,63.458153,11.428335,,,0,NSR:StopPlace:44387,2,,,700
NSR:Quay:73277,,Leangen allé,,63.433395,10.467526,,,0,NSR:StopPlace:42752,2,,,700
NSR:Quay:76305,,Kjeldsbergnes,,63.45823,11.428375,,,0,NSR:StopPlace:44387,2,,,700
NSR:Quay:77642,,Remyra grendahus,,63.48118,10.979439,,,0,NSR:StopPlace:45046,2,,,700
NSR:Quay:73287,,Momyr,,64.09126,10.506387,,,0,NSR:StopPlace:42757,2,,,700
NSR:Quay:77641,,Remyra grendahus,,63.481316,10.979512,,,0,NSR:StopPlace:45046,2,,,700
NSR:Quay:73286,,Momyr,,64.09116,10.506402,,,0,NSR:StopPlace:42757,2,,,700
NSR:Quay:77344,,Halsen ungdomsskole,,63.47068,10.926259,,,0,NSR:StopPlace:44901,2,,,700
NSR:Quay:77342,,Halsen ungdomsskole,,63.4706,10.926286,,,0,NSR:StopPlace:44901,2,,,700
NSR:Quay:73843,,Johan Falkbergets vei,,63.412155,10.362391,,,0,NSR:StopPlace:43061,2,,,700
NSR:Quay:72512,,Skårgangen,,63.37862,10.365182,,,0,NSR:StopPlace:42342,2,,,700
NSR:Quay:73842,,Snilldal,,63.391994,9.571864,,,0,NSR:StopPlace:43060,2,,,700
NSR:Quay:73845,,Johan Falkbergets vei,,63.411263,10.360986,,,0,NSR:StopPlace:43061,2,,,700
NSR:Quay:72513,,Skårgangen,,63.378777,10.36551,,,0,NSR:StopPlace:42342,2,,,700
NSR:Quay:73844,,Snilldal,,63.39196,9.571623,,,0,NSR:StopPlace:43060,2,,,700
NSR:Quay:73841,,Nerskogveien,,62.92271,9.757262,,,0,NSR:StopPlace:43059,2,,,700
NSR:Quay:73840,,Nerskogveien,,62.92262,9.757516,,,0,NSR:StopPlace:43059,2,,,700
NSR:Quay:73847,,Johan Nygaardsvolds vei,,63.354702,10.361849,,,0,NSR:StopPlace:43063,2,,,700
NSR:Quay:72515,,Halla,,63.387405,10.776855,,,0,NSR:StopPlace:42344,2,,,700
NSR:Quay:72517,,Halla,,63.387337,10.776611,,,0,NSR:StopPlace:42344,2,,,700
NSR:Quay:80132,,Meungen,,64.237366,10.92054,,,0,NSR:StopPlace:46263,2,,,700
NSR:Quay:80133,,Meungen,,64.23734,10.920554,,,0,NSR:StopPlace:46263,2,,,700
NSR:Quay:73854,,Snorroegga,,62.6802,9.924546,,,0,NSR:StopPlace:43066,2,,,700
NSR:Quay:72522,,Halland camping,,62.865974,10.071028,,,0,NSR:StopPlace:42348,2,,,700
NSR:Quay:73853,,Snorroegga,,62.680393,9.92465,,,0,NSR:StopPlace:43066,2,,,700
NSR:Quay:73856,,Snøan,,62.98706,10.244617,,,0,NSR:StopPlace:43067,2,,,700
NSR:Quay:73855,,Snøan,,62.98676,10.24413,,,0,NSR:StopPlace:43067,2,,,700
NSR:Quay:73852,,Johan Tillers vei,,63.348236,10.359445,,,0,NSR:StopPlace:43065,2,,,700
NSR:Quay:72521,,Halland camping,,62.86612,10.071878,,,0,NSR:StopPlace:42348,2,,,700
NSR:Quay:73851,,Johan Tillers vei,,63.34827,10.359726,,,0,NSR:StopPlace:43065,2,,,700
